V_abscissa,V_cdf,Cl_abscissa,Cl_cdf,split
94.3586,0.795205,3.9595,0.795205,All
94.9518,0.796204,3.96563,0.796204,All
94.9626,0.797203,3.97368,0.797203,All
95.1797,0.798202,3.97895,0.798202,All
95.4663,0.799201,4.00644,0.799201,All
95.8324,0.8002,4.04359,0.8002,All
95.8824,0.801199,4.04485,0.801199,All
95.9266,0.802198,4.05528,0.802198,All
95.9485,0.803197,4.06296,0.803197,All
96.0768,0.804196,4.06782,0.804196,All
96.1128,0.805195,4.07438,0.805195,All
96.3628,0.806194,4.07554,0.806194,All
96.7326,0.807193,4.08965,0.807193,All
96.8486,0.808192,4.09285,0.808192,All
96.8528,0.809191,4.09725,0.809191,All
96.8981,0.81019,4.10614,0.81019,All
97.0164,0.811189,4.12045,0.811189,All
97.2176,0.812188,4.1328,0.812188,All
97.2441,0.813187,4.1408,0.813187,All
97.301,0.814186,4.14843,0.814186,All
97.5242,0.815185,4.16523,0.815185,All
97.7632,0.816184,4.17262,0.816184,All
97.8896,0.817183,4.1747,0.817183,All
98.0435,0.818182,4.24204,0.818182,All
98.1546,0.819181,4.26315,0.819181,All
98.2067,0.82018,4.26398,0.82018,All
98.3255,0.821179,4.27876,0.821179,All
98.4903,0.822178,4.32531,0.822178,All
98.5664,0.823177,4.32729,0.823177,All
98.7798,0.824176,4.33449,0.824176,All
98.7944,0.825175,4.35439,0.825175,All
98.9676,0.826174,4.36653,0.826174,All
99.1165,0.827173,4.38709,0.827173,All
99.4281,0.828172,4.39808,0.828172,All
99.5145,0.829171,4.4097,0.829171,All
99.5488,0.83017,4.42046,0.83017,All
99.6424,0.831169,4.43296,0.831169,All
100.298,0.832168,4.44588,0.832168,All
100.564,0.833167,4.46236,0.833167,All
100.584,0.834166,4.46587,0.834166,All
100.612,0.835165,4.46958,0.835165,All
100.674,0.836164,4.477,0.836164,All
100.763,0.837163,4.4883,0.837163,All
100.833,0.838162,4.49278,0.838162,All
100.836,0.839161,4.4977,0.839161,All
